Video ID,Comment,Sentiment Score
KxGXgdNcQrE,i can&#39;t believe that he passed away man 💔<br>fly high P2isthename 🕊,-0.4767
KxGXgdNcQrE,P2 luvs everyone in this comment section he thinking about all of us remember that his legacy will always live on 🕊️🏁,0.0
KxGXgdNcQrE,Rip P2isthename 🕊️🕊️❤,0.6369
KxGXgdNcQrE,ll p2,0.0
KxGXgdNcQrE,DAMN RIP P2 and P3 😪,-0.5319
KxGXgdNcQrE,This really hurts,-0.5256
KxGXgdNcQrE,Long live p2❤,0.6369
KxGXgdNcQrE,W video,0.0
KxGXgdNcQrE,LLP2,0.0
KxGXgdNcQrE,Nooo i grew up watching him aint no way i thought it was a prank 😢,-0.2987
KxGXgdNcQrE,how is p2 gone.,0.0
KxGXgdNcQrE,RIP P2 😭,-0.4767
c1bUn306jBs,Messi&#39;s first MLS goal of the season is a stunner equalizer! 😱,-0.7263
c1bUn306jBs,Messis hair is absolutely shocking 😂 he looks like an alter boy,0.3415
c1bUn306jBs,Messi will definitely be at the 2026 WC. He still got it for sure.,0.6124
c1bUn306jBs,Terbaik laac Leo Messi the real goat,0.0
c1bUn306jBs,Who else noticed that Miami wanted to recreate the goal psg scored against Lille….Mbappe,0.0
c1bUn306jBs,would be 5-1 if not for guzan,0.0
c1bUn306jBs,First goal: Lemon assists for Latte What!,0.0
c1bUn306jBs,"Great job, this video was very useful!",0.8217
c1bUn306jBs,Messi !  the old man still plays 😂😂⁉️,0.7959
c1bUn306jBs,Messi... Ronaldo... TWO BEST OF ALL TIME !,0.7371
c1bUn306jBs,Imagine if that Muyumba shot went in 🔥🔥💀,-0.5859
c1bUn306jBs,"Does Taylor Twellman realize he&#39;s talking into a microphone, that his voice is already amplified?",0.0
c1bUn306jBs,I can&#39;t get over how bouncy that pitch is. Absolutely attrocious,0.0
c1bUn306jBs,Latte lath should have had a hattrick,0.0
c1bUn306jBs,"This was the most exciting game of US soccer I have seen.  Both sides were making extraordinary efforts to score.  Of course, the &quot;Monster &quot;(GOAT) made a critical (and beautiful) play in the game.  But many players were making extraordinary and beautiful attempts.  I wish the Miami coach would tell the players to quit kicking the ball at the goalie.  It&#39;s just retarded.",0.8223
c1bUn306jBs,Messi the GOAT ❤️❤️💙💙🇦🇷🇦🇷🐐🐐,0.6369
c1bUn306jBs,"Looks like Messi made that 1st goal personal.<br>Guzan made some impressive saves too, but the last one was a miscommunication between him and the defender. Well.. you win some, lose some...",0.8316
c1bUn306jBs,The field is like a video game&#39;s🧐,0.3612
c1bUn306jBs,This is the most beautiful football pitch I&#39;ve ever seen,0.6361
c1bUn306jBs,"My word, never watched the MLS, but what is this level😂 this is football? 😂😂😂😂",0.965
c1bUn306jBs,What a game🎉,0.4019
c1bUn306jBs,Gak butuh waktu lama cetak gol GILAAAA,0.0
c1bUn306jBs,Bro the camera quality 😫,-0.4404
c1bUn306jBs,Anyone else notice how weird it is that a Real Madrid legend built a team using Barcelona legends 😮 if I were a madridista idk how I would feel about David Beckham anymore lol 😅 I mean why doesn&#39;t he buy any of Madrids old players like Isco or Ramos or Marcelo?,0.6908
c1bUn306jBs,Messi will shut Gazan down this season,0.0
c1bUn306jBs,Messi 🐐,0.0
c1bUn306jBs,"If this was competitive for you ,you are no true football fan clearly and purely rigged matches ,reality will hit them at the club world cup",0.1469
c1bUn306jBs,"King Messi Magic, The Real GOAT ❤",0.6369
c1bUn306jBs,Lionel Messi the best incomparable 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷❤️❤️❤️❤️❤️❤️❤❤❤❤,0.9719
c1bUn306jBs,Leo❤❤,0.8555
c1bUn306jBs,"Scripted, rigged match written all over it. But what else is new when Messi is involved.",-0.1901
c1bUn306jBs,Messi goat 🐐,0.0
c1bUn306jBs,Its look like console gameplay😅,0.6124
c1bUn306jBs,Messi se lesiono en ese Partido,0.0
c1bUn306jBs,Cristianoo Ronaldoo IS Allways Goat☠️,0.0
c1bUn306jBs,"this guy is ready for his final World Cup 2026 extremely ripe. With this Argentina squad and with him involved yeah I see it, the game between Spain and Argentina Finallissma in 2026 will absolutely determine who will win the next world cup trust me I say 60/70% Argentina will get their 4th Star and Spain 50/50 get their 2 Star.",0.8957
c1bUn306jBs,burger league . rigged why the goalkeeper jump like this this on the last goal??? axaxaxaxaxax,0.0
c1bUn306jBs,WE WERE THERE!!!🎉🎉,0.7412
c1bUn306jBs,Messi’s barber 💈 deserves barber of the year award 🥇 😂 dang cut,0.8126
c1bUn306jBs,second goal of miami is a joke. shame on atlanta&#39;s defense,-0.1027
c1bUn306jBs,Great 🎉🎉,0.8591
c1bUn306jBs,"Estuvo buenísimo el partido, soy Bicholover a mu3rt3, pero, sinceramente también disfruto ver estos partidos 😊 bien por Messi anotando, y estos porteros como que sacan el prime cada que ven en frente a Messi o Cristiano, es increíble las atajadas que les hacen xD buen partido, en Concacaf ojalá llegue a la final",0.8689
c1bUn306jBs,Gaskiya messi yayi daidai,0.0
c1bUn306jBs,How many attendants in this match 😮 great america super bowl,0.8402
c1bUn306jBs,HA HA ATLANTA UNITED! PAYBACK&#39;s ALWAYS MESSI!,0.8856
c1bUn306jBs,Messi 😮,0.0
c1bUn306jBs,Messi Messi Messi,0.0
c1bUn306jBs,US build very modern top tier stadium we in Europe want  to see spectacular matches as this one and exciting league fight for top positions,0.5829
c1bUn306jBs,Messi is too unreal. at this stage the people he is compared to are racking up Pens,0.0
c1bUn306jBs,G. O. A. T🪄,0.0
IQJL3htsDyQ,"Never underestimate the power of freakin&#39; lasers! Have fun learning to think like an engineer and get 2 FREE boxes at: <a href=""http://crunchlabs.com/Lidar"">http://crunchlabs.com/Lidar</a>",0.9003
IQJL3htsDyQ,I can&#39;t help but wonder if Telsa engineers would have stuck with Lidar if not for Elon&#39;s hubris.,-0.1655
IQJL3htsDyQ,dumbest video you ever made,-0.5106
IQJL3htsDyQ,la fr est pas ouf,0.0
IQJL3htsDyQ,Fraud,-0.5859
IQJL3htsDyQ,disney is gonna have a ladar or whatever sensor next,0.0
IQJL3htsDyQ,Can&#39;t wait to see Thunderf00t react to this,0.0
IQJL3htsDyQ,"Disney had to have known and approved you to do this, still cool. But on the heels of Chloe Abrams Disney Imagieers video, its clear Disney is using youtubers to promote.",0.8537
IQJL3htsDyQ,-70%,0.0
IQJL3htsDyQ,"forgot tesla, I&#39;m more intrested in Mark pissing off  disney 🤣🤣🤣🤣🤣🤣",0.9477
IQJL3htsDyQ,I don&#39;t think autonomous driving should be allowed ever. But Lidar is one of the best safety features you can get in a car.,0.8885
IQJL3htsDyQ,Try Vegan Please,0.3182
IQJL3htsDyQ,You can just look up what space mountain looks like,0.3612
IQJL3htsDyQ,STL?,0.0
IQJL3htsDyQ,"А что будет с вашим лидаром если на пути окажется, скажем вогнутое зеркало.",0.0
IQJL3htsDyQ,Maybe we could convince the Musk to replace the kid in these videos.,0.25
IQJL3htsDyQ,Bro why do you own a Tesla...,0.0
IQJL3htsDyQ,nice job! 😁 Disney should&#39;ve known better not to let you in 😅,0.8883
IQJL3htsDyQ,"So, a few more season to now buy a Tesla!",0.0
IQJL3htsDyQ,Let’s do a repeat using full self driving Tesla vs LiDAR driving with minimal interruption and see how far they get. Include obstacles along the way.,-0.6249
IQJL3htsDyQ,anyone else see Airrack,0.0
IQJL3htsDyQ,Where can you see the space mountain full video of the camera on the tracks?,0.0
IQJL3htsDyQ,Day 1064 of rating all potential mates on a scale of 1 to Rober,0.0
IQJL3htsDyQ,so love the shape of the wall after tesla,0.6697
IQJL3htsDyQ,Wow. Won&#39;t be buying a Tesla now,0.5859
IQJL3htsDyQ,Tesla can&#39;t catch a break bro lmfao💀💀💀,0.5423
IQJL3htsDyQ,Tesla autopilot shouldnt be legal tbh,-0.0951
IQJL3htsDyQ,"LEXUS better CAR<a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a>",0.4404
IQJL3htsDyQ,Excellent,0.5719
IQJL3htsDyQ,&quot;Discover&quot; stuff about haunted mansion and space maountain that has been known for years,-0.4767
IQJL3htsDyQ,F tesla,0.0
IQJL3htsDyQ,Airrack,0.0
IQJL3htsDyQ,Airrack thought was sneaky😂😅,0.5423
IQJL3htsDyQ,Airrack!!!!!!!,0.0
IQJL3htsDyQ,Was that airrack in the back lol,0.4215
IQJL3htsDyQ,"Bro airack??? <a href=""https://www.youtube.com/watch?v=IQJL3htsDyQ&amp;t=181"">3:01</a>",0.0
IQJL3htsDyQ,"&quot;We don&#39;t know what Space Mountain looks like,&quot; when there are tons of YT videos that show the ride operating with the lights on.",0.0
IQJL3htsDyQ,So much for the scientific method? <br><br>Mark’s credibility from here forward is down the drain.,0.0
IQJL3htsDyQ,The way that I completely forgot about the whole car thing and was bought in on the Disney mapping. 😂,0.4404
IQJL3htsDyQ,Fool a self driving car 🚫<br>Find out what is a rollarcoaster ride and test a tesla✅✅,-0.4404
IQJL3htsDyQ,AIRRACK,0.0
IQJL3htsDyQ,"So, the question is: How in the world can a Tesla drive fully autonomous with camera-only? The answer is simple: If the authorities work the way they should, this will never happen.",0.0
IQJL3htsDyQ,Bro what 3D printers are those?,0.0
IQJL3htsDyQ,"Tesla es una mrd, pero eso todos lo saben",0.0
IQJL3htsDyQ,&#39;&#39;im in my tesla&#39;&#39; has NEVER been this controversial lol. Im not even sure if i need to downvote this video or upvote :&#39;(,-0.0418
IQJL3htsDyQ,eski ses gerigelsin,0.0
IQJL3htsDyQ,"A few years back, Space Mountain in Toyko Disney broke down during the ride.  Lights came on and we walked out.  So cool to see what the ride looked like in person.   A few years prior to that the Indiana Jones ride broke down at Disneyland and we were able to walk off that ride as well.",0.2479
IQJL3htsDyQ,А на Lixiang ведь тоже стоит LiDAR датчик?,0.0
IQJL3htsDyQ,"At <a href=""https://www.youtube.com/watch?v=IQJL3htsDyQ&amp;t=786"">13:06</a>, you can see that FSD isn&#39;t on. Nor do Teslas drive in the middle of the road like that with FSD on. This video is a sham.",0.3612
X1S05ZClQj4,"Just do a scallop handroll from Kazunori and ur set, bud",0.0
X1S05ZClQj4,America gets credit for fine dining? Lmao.<br>America is known for food that would be outlawed in other countries because its ingredients are toxic.,0.5267
X1S05ZClQj4,I’m convinced he’d never give a 10,0.4019
X1S05ZClQj4,Who has ever given america credit for fine dining!,0.5707
X1S05ZClQj4,"The problem I have with street truck food, although can taste great, is they do charge the same as sitdown establishments, sometimes even more, but then you often wait long time standing around, then have to eat your food standing up and they still want a tip so you don&#39;t even get a cost savings in that way for choosing to eat at them instead of a restaurant.  Does anyone agree with me or am I off base with this?  I feel like the food is great but it&#39;s not necessarily great value.",0.8077
X1S05ZClQj4,"I&#39;m sure some of it tastes alright, but it all looks like a slippy sloppy mess. Hopefully its not all overly sweet as usual 🤞",0.357
X1S05ZClQj4,That first one might have more “smoke” flavor bc that’s all dirty smoke 💨 but some taste good lol,0.765
X1S05ZClQj4,3 taco spots for LA. Haven’t even touched the tip of street foods out here. Anyone from LA not surprised?,-0.1695
X1S05ZClQj4,"Myia Myia is the truth. Tried it on the only time I&#39;ve been to Smorgasburg, and only because the bahn mi stand next door had run out of bread! They&#39;ve ruined shawarma for me, no other shawarma will ever live up to them. I probably spent a whole thinking about that sandwich.",-0.5093
X1S05ZClQj4,KOGI is the OG,0.0
X1S05ZClQj4,So American when everything is just covered in grease.,0.0
X1S05ZClQj4,Sleeping on Orlando has to be one of the greatest food sins ever!,0.3595
X1S05ZClQj4,"He likes his food oversalted. If restaurants make it to his taste, half the people would complain it&#39;s a salt lick.",0.0772
X1S05ZClQj4,Goat is so underrated as a meat.,0.0
X1S05ZClQj4,I did a 6 second fart today.,0.0
X1S05ZClQj4,"Oh, my god. I miss California. I miss every single thing. I am from San Diego, and I have ALWAYS preferred CaliMex to TexMex—no contest.",-0.0258
X1S05ZClQj4,Ozempic boy,0.0
X1S05ZClQj4,"Can we please agree, something served in multiple aluminium containers is NOT street-food. Even if it&#39;s sold in the street. <br>Street-food is/can be consumed on the go.",0.5859
X1S05ZClQj4,"<a href=""https://www.youtube.com/watch?v=X1S05ZClQj4&amp;t=1005"">16:45</a> We have Jian Bing in houston. One small cart.🤗🤗🤗😋",0.8126
X1S05ZClQj4,"<a href=""https://www.youtube.com/watch?v=X1S05ZClQj4&amp;t=946"">15:46</a> that sounds like a Vietnamese baguette.😋😋😋😋😋",0.3612
X1S05ZClQj4,"<a href=""https://www.youtube.com/watch?v=X1S05ZClQj4&amp;t=882"">14:42</a> i thought he said the n word",0.0
X1S05ZClQj4,Shout out Matt’s BBQ,0.0
X1S05ZClQj4,Black people know how to cook meat over the open flame.,0.0
X1S05ZClQj4,Who knew Bolivians had Cornish pasties? 🤷🏻‍♂️😂,0.4404
X1S05ZClQj4,"We also have Halal Guys, in houston.😋😋😋🤗 <a href=""https://www.youtube.com/watch?v=X1S05ZClQj4&amp;t=309"">5:09</a> I love their pita. It’s unique, to them. It is soft, and pillowy. I always get extra…",0.5574
X1S05ZClQj4,Is America known for fine dining? 😂😂😂,0.8591
X1S05ZClQj4,might be the first person ever to credit america for fine dining lmao,0.8074
X1S05ZClQj4,Need to do a canadian one for poutines,0.0
X1S05ZClQj4,"<a href=""https://www.youtube.com/watch?v=X1S05ZClQj4&amp;t=1205"">20:05</a> Surprised to see Joshua Weissman know what a dime bag is😂😂😂🤣🤣🤣",0.9595
X1S05ZClQj4,&quot;Adele&#39;s #1 lunch&quot; halal cart best in NYC,0.6369
X1S05ZClQj4,U need to tey some trini foods in ny,0.0
X1S05ZClQj4,What a coincidence that the best street food in America is in the city where he lives and the city where we grew up!  <br>What a coincidence!!,0.7249
X1S05ZClQj4,"<a href=""https://www.youtube.com/watch?v=X1S05ZClQj4&amp;t=430"">7:10</a> Love when you hear josh completely melt in describing an item, expecting a 9.5 but no, youre getting a 7 lol",0.743
X1S05ZClQj4,You can’t judge Texas tacos without going to South Texas.,0.0
X1S05ZClQj4,Yoooo Bolivian Lama Party no fuckin way,0.128
X1S05ZClQj4,"oh my god i&#39;m so damn hungry  CURSE YOU, JOSHUA",-0.7499
X1S05ZClQj4,Man the sad part about this is it’s not even American it’s all Korean base places sad times that Americans can’t even do street food,-0.7351
X1S05ZClQj4,"Egyptian BBQ Pork Ribs... I chuckled but hey, all good.<br>And then Lamb Bacon Ribs... hehehe.",0.1531
X1S05ZClQj4,"bro how are you gonna move here from LA, live here less than ten years, and have the balls to shit on anything. come on now.",-0.5574
X1S05ZClQj4,"Hey Josh, you should do some recipe videos of your take on some of the foods featured in this video",0.0
X1S05ZClQj4,The NY host failed us hard.. ngl so many better spots that could of been shown than some that he gave,-0.1335
X1S05ZClQj4,Sorry what was &quot;street&quot; about the first 2 places in austin lol theyre literally sit down especially the second place. Straight up a restaurant,0.5267
X1S05ZClQj4,Honestly don’t understand why people are hating on Josh for wanting to travel around the world to try new food. He could do all this and not make videos and yet yall still be complaining lol,0.1779
X1S05ZClQj4,"99% of America doesn&#39;t have street food outside of a few food trucks and some old NYC hot dog vendors. The places they do are recent. The problem isn&#39;t underappreciation, it&#39;s that laws make it nearly impossible for street food to exist here like it doesn in most of the world. Even food trucks have had to fight tooth and nail in many places to even exist.",-0.4215
X1S05ZClQj4,Jamaica mentioned 🇯🇲🇯🇲🇯🇲🇯🇲🇯🇲,0.0
X1S05ZClQj4,If its in a van its not really &#39;street&#39; food. However i would eat everything shown in this video. I would NOT however eat anything from the side of the road in places like India. H&amp;S standards dont exist like they do in those food trucks.,0.1002
X1S05ZClQj4,not surprised. LA all the way,-0.1695
X1S05ZClQj4,Tacos is the best street food,0.6369
X1S05ZClQj4,"No Philly, New Orleans, or Chicago? 👎",-0.296
X1S05ZClQj4,"When he said that the final spot could make LA score dropped, and then said it’s shawerma I laughed, Bro it’s shawerma",0.4588
D4WvdvGP6m4,"i made myself a ratatouille pizza once... yellow squash, green squash, tomatoes, and eggplant... if ur craving ratatouille its pretty good; your squash pizza does look sad tho",0.4588
D4WvdvGP6m4,My cat’s name is Hugo. He’s pretty cool,0.6705
D4WvdvGP6m4,I feel the audio was a lil off this one,0.0
D4WvdvGP6m4,Can someone tell me what cherry big clam is at Erhwon?,0.0
D4WvdvGP6m4,spencer is an honorary family member at this rate xD,0.7351
D4WvdvGP6m4,Stanleigh,0.0
D4WvdvGP6m4,Love the long vlogs! I always look forward to them ☺ This is like dessert to me 😁 Can&#39;t get enough 🤭 Love you guys ❤,0.9766
D4WvdvGP6m4,I just watch this video like spenser on the side having fun,0.7003
D4WvdvGP6m4,We love Spencer. We love seeing you guys with Spencer. He&#39;s super funny keep it up❤,0.9657
D4WvdvGP6m4,I just want Vickie to be my mom🥹she’s so damn funny,-0.0033
D4WvdvGP6m4,WHY IS MORGAN NESTING!?! Or am I just overthinking Vickie’s comment?,0.0
D4WvdvGP6m4,Spencer is now Uncle Spencer. lol he is family 😂,0.6908
D4WvdvGP6m4,Stanleigh,0.0
D4WvdvGP6m4,"<a href=""https://www.youtube.com/watch?v=D4WvdvGP6m4&amp;t=852"">14:12</a> ish BURT???!! nah read again",-0.4486
D4WvdvGP6m4,Please sell the damn cyber truck 💀,-0.1027
D4WvdvGP6m4,fav vlogs also love how absolutely unhinged lizzy is,0.802
D4WvdvGP6m4,"I loved this vlog so much. You guys had so much fun. I’m so happy that Shane had a blast and went on all the rides. I can’t believe your Mom went on most of them. I use to like going on a lot of rides, but i am so highly claustrophobic, that any ride that that locks me in over my shoulders freaks me out and i go in total panic mode. I even had to take xanax when i went to Six Flags with my daughter the last time and had to yell at the guy to let me off because i was freaking out as soon as the shoulder harness went over me. Thank goodness he heard me before the ride started. I just love you guys so much and wish i could meet you. God Bless you all. I don’t miss any videos at all. I am 49 yrs old and have been watching you guys and Shane for years. ❤❤❤❤❤❤❤❤",0.9973
D4WvdvGP6m4,Vicky screaming &quot;HE IS AN OFFICIAL MEMBER&quot; of the family 😭❣️,-0.128
D4WvdvGP6m4,I&#39;m having the worst anxiety today and neeeeeded this.,-0.7003
D4WvdvGP6m4,💜,0.6369
D4WvdvGP6m4,Not be googles boyenberries on my lunch break 😂😂 I had no idea!! Love you guys 🫶🏻,0.2062
D4WvdvGP6m4,"You guys should go to Dixie Stampede in Branson, Missouri!",-0.4753
D4WvdvGP6m4,I want to see you guys do mission space -orange mission in Disney!!!,0.2905
D4WvdvGP6m4,The Cybertruck is giving ICK and has got to go 🤮,0.34
D4WvdvGP6m4,The way they gaslight Ryland! Erehwon IS Nowhere spelled backwards 😂,0.4926
D4WvdvGP6m4,You know it’s bad when Ryland’s amusement part video is 10 times more stable than when Chris filmed for Shane at Disney,0.1263
D4WvdvGP6m4,Spencer and Morgan should hook up.......❤❤,0.8555
D4WvdvGP6m4,What if Morgan and Spencer try dating?,0.0
D4WvdvGP6m4,Medieval times reminds me of cable guy 😅,0.3612
D4WvdvGP6m4,I feel like this should be titled Knotts Berry Farm?,0.3612
D4WvdvGP6m4,Stan leigh,0.0
D4WvdvGP6m4,Love it!!!!!! Do more theme parks please!!! Next one should be Sesame Place!!,0.8373
D4WvdvGP6m4,Your mom is a REAL ONE for going on some of those rides! My mom would never!!!,0.0
D4WvdvGP6m4,Stanleigh,0.0
D4WvdvGP6m4,“ FINISH HIM!!!” TOOK ME OUT🤣,0.6219
D4WvdvGP6m4,You’re mom going on those rides is INSANE! Go her,-0.5754
D4WvdvGP6m4,it makes me so happy to see yall so happy ❤,0.9427
D4WvdvGP6m4,I think Spencer is Shane’s younger brother because they got a brother vibe going,0.0
D4WvdvGP6m4,You don’t understand how happy this upload made me ❤❤❤,0.9538
D4WvdvGP6m4,Vicky deserves an award,0.5423
D4WvdvGP6m4,"I relate to Shane so much for the hair protector! One time I sprayed likely half a can of hairspray in my hair before a day at Six Flags and my hair looked the same when I left as when we arrived, lol Aussie Freeze was everything back then!",0.555
D4WvdvGP6m4,"The girl in the back at <a href=""https://www.youtube.com/watch?v=D4WvdvGP6m4&amp;t=1368"">22:48</a> is so awkward 😭😭, she is so me",-0.8215
D4WvdvGP6m4,"Again, guys, thanks for taking us along.  I had a great time with you all.",0.7906
D4WvdvGP6m4,Omg I want a print of the medieval times pic you all took together for my wall at home. Epic shot! Love you all! ♥,0.8829
D4WvdvGP6m4,Shane is my soul animal,0.0
D4WvdvGP6m4,not sure about a girl named stanley but for spelling you could do stanleigh?<br><br>i love knotts! and love the chicken restaurant! one time i took my grandma to knotts and she wouldn’t go unless we ate at the chicken place at some point in the trip 🥹❤️ i have so many great memories at knotts. i haven’t been in years!,0.9685
D4WvdvGP6m4,Are the lines there loooong?,0.0
D4WvdvGP6m4,Why not take the boys to Knotts? They&#39;d probably love looking at everything,0.6369
D4WvdvGP6m4,Morgan and Spencer would&#39;ve been so cute together,0.5949
D4WvdvGP6m4,You guys need to come out to Hershey park and Knoebels. Even thought I live next to Hershey park. I prefer Knoebles as it’s a free to enter park and you don’t have to pay for parking and imo the best park in PA,0.7964
5yXElqUjEHU,The world of pvp civilization is unpredictable.....especially with cameos......SUBSCRIBE!!!,0.0
5yXElqUjEHU,LUDWIGS IN THIS?!,0.0
5yXElqUjEHU,clownpierce is born with the villan arc😮😅,0.3612
5yXElqUjEHU,DUDE Evbo keeps coming out with banger civ videos keep it up dude (gotta love the journals)<br>VIP seats for the next vid for people only from the beginning 1000 seats reserved<br>👇,0.6369
5yXElqUjEHU,what if the eternal shield is from breaking the shield so many times,0.0
5yXElqUjEHU,ahh we need more😭😭,-0.7564
5yXElqUjEHU,19 hours,0.0
5yXElqUjEHU,This is so exciting!,0.6606
5yXElqUjEHU,under 1 day,0.0
5yXElqUjEHU,LUDWIG CAMEO LETSGO,0.0
5yXElqUjEHU,WE&#39;RE BACK!,0.0
5yXElqUjEHU,The most amazing series of all time!!,0.6885
5yXElqUjEHU,Invincible levels of casting hahahahahahhahahaha,0.4939
5yXElqUjEHU,You make really good vids,0.4927
5yXElqUjEHU,parkour civilization 3 plsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,0.0
5yXElqUjEHU,no way you got clownpierce wembu minute  hannah and zam thats crazy,-0.5574
5yXElqUjEHU,You can tell this video was filmed a while ago since ludwig&#39;s hair is neither red or absent,0.0
5yXElqUjEHU,I know I can not stop watching this series,0.2235
5yXElqUjEHU,Clownpeirce is flippin’ CRAZY his voice is the perfect one for a villain,-0.4648
5yXElqUjEHU,"IS THAT MINECRAFTS DEADLIEST AXE-HOLDING ASSASSIN?????? 👀 <a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=264"">4:24</a>",0.0
5yXElqUjEHU,"<a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=107"">1:47</a> <del>evbo</del> sans",0.0
5yXElqUjEHU,"<a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=490"">8:10</a> for people who dont know its a invisible block called structure void that stops water/lava from flowing",-0.5423
5yXElqUjEHU,Bobi tiene que saber de esto 🗿🗿,0.0
5yXElqUjEHU,OMG I JUST FOUND DIŞ OMG OMG,0.0
5yXElqUjEHU,LUDWIG??? THE EYES OH MY,0.0
5yXElqUjEHU,I think we can all agree that the trident civilization is the coolest as far as looks go,0.3612
5yXElqUjEHU,Tabi is ruthless,0.0
5yXElqUjEHU,"&quot;In backrooms civilization every level has a king the higher the level the more value you have in backrooms civilization there is many different ways to rank up but being a king is the easiest way is kill the king of that level my goal is to become king of the final level but I find my way to level -583 so I have lost almost all of hope of becoming the king of the backrooms.&quot;<br><br>&quot;It is very rare to get a level skip it&#39;s even rare if you manage to get to the hub you can get to any level but the doors aren&#39;t numbered that&#39;s how I ended up in level -583&quot;<br><br>&quot;There is another way to rank up in backrooms civilization and it&#39;s the trials of memory and of strength and of endurance every time you complete the trials you skip 1,000 levels but it&#39;s not easy as every time you complete it gets more difficult and that is the few ways you can rank up in backrooms civilization&quot;",-0.659
5yXElqUjEHU,"<a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=41"">0:41</a> what happened to you axe and bow?",-0.1926
5yXElqUjEHU,For some reason I’m addicted to these ————————— civilisation,0.0
5yXElqUjEHU,MORE MORE MORE!,0.0
5yXElqUjEHU,Having more characters speak is exactly what was missing for me. this is really good,0.2484
5yXElqUjEHU,PURPLED!!!!!,0.0
5yXElqUjEHU,Is Julie a real youtuber?,0.0
5yXElqUjEHU,PURPLED?!,0.0
5yXElqUjEHU,Ernesto warte ab,0.0
5yXElqUjEHU,lets hope fot Enchants in pvp civilization or totems in pvp civilization !,0.4926
5yXElqUjEHU,idk why but now I feel like axe&#39;s might not be the bad guys here. there&#39;s something else going on.,0.7798
5yXElqUjEHU,"<a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=68"">1:08</a>-1 iron axe vs 1 diamond sword?Bad move.<br><a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=304"">5:04</a>-U know what is also unintelligent?Letting the diamond sword on the itemframe!Just take it!<br><a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=622"">10:22</a>-Lol,he actually knows Tabi.<br><a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=750"">12:30</a>-The diamond swords should get someone else with respwan ability to do it,who can fight better and has no conflict of interests.",0.917
5yXElqUjEHU,You can tell that ego really likes what he’s doing,0.4754
5yXElqUjEHU,YEE,0.0
5yXElqUjEHU,Y does he call the diamond axes iron axes and the iron axes diamond axes💀💀💀,0.5859
5yXElqUjEHU,@Evbo Was that Ludwig with the iron ax and did you purposely make his eyes uneven.,0.0
5yXElqUjEHU,No plan,-0.296
5yXElqUjEHU,Evbo..... You are very good at making videos,0.4927
5yXElqUjEHU,is minecraft builing civilization coming after pvp civilzation??,0.0
5yXElqUjEHU,"More like axis am i right? <a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=24"">0:24</a>",0.4859
5yXElqUjEHU,Bro was fighting his own demons,-0.3612
5yXElqUjEHU,"<a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=856"">14:16</a> when actors are too expensive",0.0
5yXElqUjEHU,"BRO ITS LUDWIGGGGG <a href=""https://www.youtube.com/watch?v=5yXElqUjEHU&amp;t=75"">1:15</a>",0.0
e9p9_GrPqAY,Sending Prayers.,0.0
e9p9_GrPqAY,Tornados suck.,-0.4404
e9p9_GrPqAY,So lucky,0.4754
e9p9_GrPqAY,💯🤍NICE FAMILY 💪🏻🧠⚡❤️🔥,-0.34
e9p9_GrPqAY,"About 12 or so years ago,  a tornado in the front of our 5 acre property snapped a 4&#39; oak in half like it was a tooth pick, but luckily it largely spared our house 75 yards away.  God is good.   Last evening we got a report from our next door farm neighbor that large hail pounded his place, so this afternoon we head to our cabin there to assess the damage.  Fingers crossed.  Missouri does indeed have its share of tornadoes, but its home and all in all, I wouodn&#39;t want to live anywhere else.",0.9022
e9p9_GrPqAY,I thinks it&#39;s amazing how we all come together at time of need,0.5859
e9p9_GrPqAY,"I&#39;m sorry that this has happened to you and your neighbors...Glad that each of you and the Animals are all OK-God Bless each of you and on a positive note, I&#39;m also glad that the old 1967-1968 Ford LTD (or Galaxie?) is OK as well!",0.925
e9p9_GrPqAY,🌍🌍🌍🙋‍♀️🙋‍♀️🙋‍♀️🌍🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🌧️🌧️🏡🏡🥲🥲🙏,0.0
e9p9_GrPqAY,Thank GOD you are all alright!,0.7667
